D,H,Beta,J,CT,CP,CQ,RPS
5.1,4.6,0.901960784,0.067613408,0.119435419,0.093509355,-0.014889957,277.478418
5.1,4.6,0.901960784,0.06756025,0.119696136,0.09180744,-0.014619009,277.6967448
5.1,4.6,0.901960784,0.067221935,0.124983491,0.087991373,-0.014011265,279.0943359
5.1,4.6,0.901960784,0.06754443,0.121649405,0.091837441,-0.014624346,277.7617839
5.1,4.6,0.901960784,0.067497664,0.121051801,0.091290815,-0.01453661,277.9542318
5.1,4.6,0.901960784,0.067538296,0.120592429,0.091713191,-0.014604579,277.7870117
5.1,4.6,0.901960784,0.067234302,0.124007547,0.088887188,-0.014153515,279.0430013
5.1,4.6,0.901960784,0.067523752,0.118337902,0.091735611,-0.014608146,277.8468425
5.1,4.6,0.901960784,0.067485406,0.123380142,0.089397736,-0.01423511,278.0047201
5.1,4.6,0.901960784,0.060980555,0.121850973,0.102827411,-0.016301396,307.6597331
5.1,4.6,0.901960784,0.058500781,0.122509382,0.092298665,-0.014697713,320.7010417
5.1,4.6,0.901960784,0.058557931,0.123368351,0.092504441,-0.014729714,320.3880534
5.1,4.6,0.901960784,0.058347213,0.120193548,0.093140207,-0.014832123,321.5451172
5.1,4.6,0.901960784,0.058684024,0.122204298,0.094084897,-0.014982178,319.6996419
5.1,4.6,0.901960784,0.058958382,0.121671223,0.095696773,-0.015239066,318.2119466
5.1,4.6,0.901960784,0.058756497,0.121488485,0.093894632,-0.014950723,319.305306
5.1,4.6,0.901960784,0.059144689,0.121719265,0.095676367,-0.015237002,317.2095703
5.1,4.6,0.901960784,0.058586002,0.119244499,0.094103589,-0.014984762,320.2345378
5.1,4.6,0.901960784,0.058977453,0.123971555,0.093958863,-0.014960764,318.1090495
5.1,4.6,0.901960784,0.058705614,0.117850954,0.094396327,-0.01503396,319.5820638
5.1,4.6,0.901960784,0.059096646,0.123252182,0.095631486,-0.015227357,317.4674479
5.1,4.6,0.901960784,0.058630242,0.121197185,0.093997126,-0.014967624,319.9929037
5.1,4.6,0.901960784,0.058652097,0.118256558,0.094542178,-0.015054243,319.8736654
5.1,4.6,0.901960784,0.058662879,0.122054523,0.093828169,-0.014941845,319.8148763
5.1,4.6,0.901960784,0.059210883,0.121278605,0.09565646,-0.015230112,316.8549479
5.1,4.6,0.901960784,0.058796916,0.123240549,0.093005697,-0.014810624,319.0858073
5.1,4.6,0.901960784,0.058771063,0.12024461,0.093285336,-0.014854042,319.2261719
5.1,4.6,0.901960784,0.058902663,0.123507644,0.094096186,-0.014982846,318.5129557
5.1,4.6,0.901960784,0.058628596,0.122458187,0.091004839,-0.014491669,320.001888
5.1,4.6,0.901960784,0.058878173,0.120913815,0.09523428,-0.01516457,318.6454427
5.1,4.6,0.901960784,0.058612218,0.121150157,0.093620418,-0.014908404,320.0913086
5.1,4.6,0.901960784,0.058328134,0.121375575,0.092099851,-0.014665384,321.650293
5.1,4.6,0.901960784,0.058993541,0.123680117,0.094386998,-0.015029335,318.0222982
5.1,4.6,0.901960784,0.058763597,0.119797228,0.094982554,-0.015124269,319.2667318
5.1,4.6,0.901960784,0.058929078,0.121091002,0.095617785,-0.015225688,318.3701823
5.1,4.6,0.901960784,0.058716254,0.118894522,0.094068969,-0.014981104,319.5241537
5.1,4.6,0.901960784,0.05848651,0.120067783,0.092006369,-0.014652265,320.7792969
5.1,4.6,0.901960784,0.058706045,0.121835739,0.092056744,-0.014658387,319.5797201
5.1,4.6,0.901960784,0.058926542,0.123071383,0.093169334,-0.014836041,318.3838867
5.1,4.6,0.901960784,0.054538876,0.121975949,0.101509099,-0.016089398,343.9979492
5.1,4.6,0.901960784,0.052402528,0.12425517,0.093546901,-0.014896731,358.0220703
5.1,4.6,0.901960784,0.052455654,0.122690888,0.094230297,-0.015004977,357.6594727
5.1,4.6,0.901960784,0.052563567,0.122203933,0.096442683,-0.015357858,356.9251953
5.1,4.6,0.901960784,0.052516012,0.122648287,0.09447546,-0.015044437,357.248405
5.1,4.6,0.901960784,0.05259152,0.121994936,0.09663752,-0.015388793,356.7354818
5.1,4.6,0.901960784,0.052563874,0.122587096,0.095714084,-0.015241744,356.923112
5.1,4.6,0.901960784,0.05267972,0.123249338,0.096013114,-0.015288357,356.1382162
5.1,4.6,0.901960784,0.052661621,0.121584532,0.096133379,-0.015308358,356.260612
5.1,4.6,0.901960784,0.052690628,0.121506083,0.095636634,-0.015228142,356.0644857
5.1,4.6,0.901960784,0.052638126,0.123053447,0.095697126,-0.015238681,356.4196289
5.1,4.6,0.901960784,0.052608956,0.12356359,0.094964216,-0.015122373,356.6172526
5.1,4.6,0.901960784,0.052649013,0.12268823,0.095257987,-0.015168497,356.345931
5.1,4.6,0.901960784,0.052598974,0.124550561,0.094604354,-0.015064215,356.6849284
5.1,4.6,0.901960784,0.05276366,0.122354877,0.09633144,-0.015339949,355.5716471
5.1,4.6,0.901960784,0.052612039,0.121102522,0.094377157,-0.015028406,356.5963542
5.1,4.6,0.901960784,0.052806773,0.122561894,0.096839185,-0.015419635,355.2813477
5.1,4.6,0.901960784,0.052761945,0.121322847,0.095704131,-0.015239481,355.5832031
5.1,4.6,0.901960784,0.052853591,0.122251392,0.095855341,-0.015263517,354.9666341
5.1,4.6,0.901960784,0.052765346,0.122954546,0.095759322,-0.015247641,355.5602865
5.1,4.6,0.901960784,0.052864189,0.121249115,0.096137925,-0.015308729,354.8954753
5.1,4.6,0.901960784,0.052778711,0.122363923,0.095180902,-0.015157425,355.4702474
5.1,4.6,0.901960784,0.052762447,0.122215422,0.095199239,-0.015158882,355.5798177
5.1,4.6,0.901960784,0.052801151,0.122397718,0.095516049,-0.01520896,355.3191732
5.1,4.6,0.901960784,0.052845343,0.122027767,0.096427707,-0.015354634,355.0220378
5.1,4.6,0.901960784,0.052834966,0.121601156,0.095609522,-0.015225074,355.0917643
5.1,4.6,0.901960784,0.052793853,0.121836025,0.094724714,-0.015083899,355.3682943
5.1,4.6,0.901960784,0.052902421,0.121634171,0.095684005,-0.015236216,354.6389974
5.1,4.6,0.901960784,0.052826308,0.123002298,0.094808847,-0.015096772,355.1499675
5.1,4.6,0.901960784,0.0528189,0.124137005,0.095161699,-0.015153202,355.1997721
5.1,4.6,0.901960784,0.067605736,0.128493619,0.082869059,-0.013194883,186.1140788
5.1,4.6,0.901960784,0.067485288,0.131855912,0.081888823,-0.013041684,186.4462565
5.1,4.6,0.901960784,0.067348084,0.129943323,0.078652242,-0.012525146,186.8260905
5.1,4.6,0.901960784,0.067558766,0.129507256,0.082978178,-0.01321333,186.2434733
5.1,4.6,0.901960784,0.067614399,0.129677928,0.085842929,-0.013669377,186.0902344
5.1,4.6,0.901960784,0.067627577,0.131031478,0.084387158,-0.013437442,186.0539714
5.1,4.6,0.901960784,0.067549363,0.130035951,0.083859618,-0.013354132,186.269401
5.1,4.6,0.901960784,0.067250366,0.13263178,0.079300819,-0.012628195,187.0975586
5.1,4.6,0.901960784,0.067605683,0.129400653,0.084827776,-0.013506918,186.1142253
5.1,4.6,0.901960784,0.06761415,0.129070084,0.081725172,-0.013013343,186.090918
5.1,4.6,0.901960784,0.067633872,0.129382044,0.08110067,-0.012913597,186.0366537
5.1,4.6,0.901960784,0.067595119,0.132040038,0.087394806,-0.013916704,186.1433106
5.1,4.6,0.901960784,0.067406009,0.130246928,0.082146344,-0.013081068,186.6655436
5.1,4.6,0.901960784,0.067498145,0.126349915,0.08365985,-0.013323585,186.4107422
5.1,4.6,0.901960784,0.067461561,0.127646937,0.080092469,-0.012753311,186.5118327
5.1,4.6,0.901960784,0.067634594,0.134337378,0.080153261,-0.012763207,186.034668
5.1,4.6,0.901960784,0.067518537,0.131866308,0.081865691,-0.013037783,186.3544434
5.1,4.6,0.901960784,0.067168118,0.13418939,0.077409829,-0.01232756,187.3266602
5.1,4.6,0.901960784,0.067436444,0.132764692,0.079825221,-0.012712317,186.5812988
5.1,4.6,0.901960784,0.067624974,0.134031357,0.084921374,-0.013522385,186.0611328
5.1,4.6,0.901960784,0.067626406,0.13005671,0.083384618,-0.01327665,186.057194
5.1,4.6,0.901960784,0.06759626,0.128465809,0.083987992,-0.013373973,186.1401693
5.1,4.6,0.901960784,0.067604808,0.133756031,0.083843181,-0.013350867,186.1166341
5.1,4.6,0.901960784,0.067534799,0.128019281,0.08808929,-0.014028559,186.3095703
5.1,4.6,0.901960784,0.067575892,0.134085422,0.082596613,-0.013152251,186.1962728
5.1,4.6,0.901960784,0.067593524,0.130904475,0.08249067,-0.013135865,186.1477051
5.1,4.6,0.901960784,0.06756186,0.130825321,0.08091471,-0.012884177,186.2349447
5.1,4.6,0.901960784,0.067559416,0.132353176,0.084059194,-0.013386496,186.241683
5.1,4.6,0.901960784,0.067727944,0.127602279,0.086387574,-0.013755528,185.7782552
5.1,4.6,0.901960784,0.059995169,0.133010552,0.112826765,-0.017618903,209.7232096
5.1,4.6,0.901960784,0.053341462,0.130401674,0.086928348,-0.013843132,235.8836589
5.1,4.6,0.901960784,0.053418007,0.134412992,0.08740682,-0.013917579,235.5456543
5.1,4.6,0.901960784,0.053199341,0.133412424,0.084470237,-0.013452612,236.5138184
5.1,4.6,0.901960784,0.053231273,0.131768701,0.084427886,-0.013444734,236.3719401
5.1,4.6,0.901960784,0.053530795,0.127737074,0.088383539,-0.014075249,235.0493652
5.1,4.6,0.901960784,0.053235797,0.130741342,0.084351258,-0.013431395,236.3518555
5.1,4.6,0.901960784,0.053263559,0.1321885,0.084388836,-0.013438189,236.2286621
5.1,4.6,0.901960784,0.05324236,0.130841815,0.086564026,-0.013786533,236.3227214
5.1,4.6,0.901960784,0.053044923,0.134064429,0.081813664,-0.01302859,237.2023275
5.1,4.6,0.901960784,0.053311365,0.133624136,0.085416402,-0.013602132,236.0168294
5.1,4.6,0.901960784,0.053225739,0.131128584,0.085768185,-0.013658589,236.3965169
5.1,4.6,0.901960784,0.053276271,0.135256267,0.085556754,-0.013623549,236.1722982
5.1,4.6,0.901960784,0.053493349,0.134623305,0.088488546,-0.01409197,235.2138997
5.1,4.6,0.901960784,0.053432823,0.132198625,0.087143901,-0.013877678,235.4803385
5.1,4.6,0.901960784,0.053288404,0.13350447,0.085745806,-0.013654643,236.1185221
5.1,4.6,0.901960784,0.053314997,0.136814265,0.08643113,-0.013763503,236.0007487
5.1,4.6,0.901960784,0.053487109,0.129020562,0.087446574,-0.013927324,235.2413412
5.1,4.6,0.901960784,0.053529753,0.131875706,0.087267727,-0.013896884,235.0539388
5.1,4.6,0.901960784,0.053474848,0.133420654,0.086515493,-0.01377825,235.29528
5.1,4.6,0.901960784,0.053245898,0.132457866,0.085805594,-0.013663326,236.307015
5.1,4.6,0.901960784,0.053548938,0.133379055,0.088753245,-0.014133838,234.9697266
5.1,4.6,0.901960784,0.053542518,0.129462075,0.088527736,-0.014097625,234.9979004
5.1,4.6,0.901960784,0.053580292,0.130369893,0.089863423,-0.01430988,234.8322266
5.1,4.6,0.901960784,0.053645374,0.12921553,0.090437586,-0.014400397,234.5473307
5.1,4.6,0.901960784,0.053754243,0.130423092,0.090021792,-0.014332692,234.0722982
5.1,4.6,0.901960784,0.053671393,0.130206616,0.090826128,-0.014462825,234.4336263
5.1,4.6,0.901960784,0.053801467,0.128947878,0.09284346,-0.014784654,233.8668457
5.1,4.6,0.901960784,0.053704256,0.127639902,0.092013142,-0.014653813,234.2901693
5.1,4.6,0.901960784,0.053561037,0.130602412,0.089112789,-0.0141897,234.9166504
5.1,4.6,0.901960784,0.049025621,0.128867397,0.108219442,-0.016976509,256.649056
5.1,4.6,0.901960784,0.044538061,0.128847037,0.092274258,-0.014695322,282.5084635
5.1,4.6,0.901960784,0.044564522,0.131309457,0.091415647,-0.014556699,282.3407227
5.1,4.6,0.901960784,0.044623419,0.129593206,0.091142044,-0.014512729,281.9680664
5.1,4.6,0.901960784,0.044463594,0.129460648,0.090217413,-0.014366477,282.9816081
5.1,4.6,0.901960784,0.044694687,0.12549145,0.094169402,-0.014995114,281.518457
5.1,4.6,0.901960784,0.044525189,0.130478768,0.090836587,-0.01446628,282.5901367
5.1,4.6,0.901960784,0.04465335,0.128771371,0.091990531,-0.014647483,281.779069
5.1,4.6,0.901960784,0.044554633,0.132005037,0.090022285,-0.01433445,282.4033854
5.1,4.6,0.901960784,0.044612933,0.129673173,0.091513004,-0.014572588,282.0343425
5.1,4.6,0.901960784,0.044691467,0.131854462,0.092985952,-0.014806611,281.538737
5.1,4.6,0.901960784,0.04475167,0.12831268,0.094750172,-0.015086879,281.1599935
5.1,4.6,0.901960784,0.044580604,0.133618085,0.089758487,-0.014292731,282.2388672
5.1,4.6,0.901960784,0.044599832,0.131779541,0.090181106,-0.014359612,282.1171875
5.1,4.6,0.901960784,0.044471892,0.129096855,0.090212543,-0.014366248,282.9288086
5.1,4.6,0.901960784,0.044661558,0.129162339,0.092268174,-0.014692625,281.7272787
5.1,4.6,0.901960784,0.044442751,0.136271191,0.087013966,-0.013856308,283.1143229
5.1,4.6,0.901960784,0.044639967,0.132467857,0.090736196,-0.014448566,281.8635417
5.1,4.6,0.901960784,0.044616826,0.133020707,0.091054429,-0.014499999,282.0097331
5.1,4.6,0.901960784,0.04460605,0.132404242,0.090413701,-0.014397086,282.0778646
5.1,4.6,0.901960784,0.044685743,0.131884174,0.090848734,-0.014467769,281.5748047
5.1,4.6,0.901960784,0.044577458,0.132071068,0.090023667,-0.014335096,282.2587891
5.1,4.6,0.901960784,0.044660454,0.131957085,0.090199535,-0.01436315,281.7342448
5.1,4.6,0.901960784,0.044552579,0.132013902,0.08966206,-0.014276731,282.4164063
5.1,4.6,0.901960784,0.044489316,0.134996378,0.088508973,-0.014094362,282.8180013
5.1,4.6,0.901960784,0.044697312,0.132125817,0.092378055,-0.014709946,281.5019206
5.1,4.6,0.901960784,0.044512473,0.132955502,0.088793336,-0.014139287,282.6708659
5.1,4.6,0.901960784,0.0443753,0.133812232,0.087086636,-0.013867725,283.5446615
5.1,4.6,0.901960784,0.044540828,0.132354814,0.089107518,-0.014188435,282.490918
5.1,4.6,0.901960784,0.044565889,0.134800012,0.08844769,-0.014084243,282.3320638
5.1,4.6,0.901960784,0.041873003,0.131194516,0.102495528,-0.016165453,300.4890625
5.1,4.6,0.901960784,0.038627413,0.132706367,0.090947926,-0.014482779,325.7370443
5.1,4.6,0.901960784,0.038719427,0.13074457,0.093557075,-0.014898564,324.9629557
5.1,4.6,0.901960784,0.038737265,0.131079094,0.093088769,-0.014823418,324.8133138
5.1,4.6,0.901960784,0.038779669,0.132168836,0.093227173,-0.01484526,324.458138
5.1,4.6,0.901960784,0.038753779,0.130639975,0.092940209,-0.014799331,324.6749024
5.1,4.6,0.901960784,0.038770711,0.130913743,0.093852016,-0.014944857,324.5331055
5.1,4.6,0.901960784,0.038787522,0.130622993,0.093538459,-0.014896359,324.3924479
5.1,4.6,0.901960784,0.03868313,0.132279844,0.090937392,-0.014480592,325.2678711
5.1,4.6,0.901960784,0.038727445,0.132736128,0.092075359,-0.014663044,324.8956706
5.1,4.6,0.901960784,0.038718787,0.134565376,0.09117746,-0.014519167,324.9683268
5.1,4.6,0.901960784,0.038660372,0.133141008,0.091073151,-0.014502223,325.4593425
5.1,4.6,0.901960784,0.038825938,0.133018139,0.09325599,-0.014850446,324.0714844
5.1,4.6,0.901960784,0.038753584,0.132597833,0.091304434,-0.014538483,324.67653
5.1,4.6,0.901960784,0.038766407,0.132195071,0.091215254,-0.014525587,324.5691406
5.1,4.6,0.901960784,0.038800379,0.131368651,0.092093215,-0.014665122,324.2849609
5.1,4.6,0.901960784,0.038764105,0.131157419,0.09107465,-0.014502621,324.5884115
5.1,4.6,0.901960784,0.038750764,0.134588127,0.090968269,-0.01448606,324.7001628
5.1,4.6,0.901960784,0.038709407,0.132116965,0.090443149,-0.014403262,325.0470703
5.1,4.6,0.901960784,0.038630119,0.132185879,0.089543183,-0.014260362,325.7142253
5.1,4.6,0.901960784,0.038583626,0.131915491,0.088632417,-0.014114524,326.1067057
5.1,4.6,0.901960784,0.038694062,0.131797881,0.089773178,-0.014295546,325.1759766
5.1,4.6,0.901960784,0.03854319,0.135300488,0.087193432,-0.013884618,326.4488281
5.1,4.6,0.901960784,0.038600665,0.134691749,0.088717283,-0.014127836,325.9627604
5.1,4.6,0.901960784,0.038792575,0.132246548,0.092006507,-0.014650928,324.3501953
5.1,4.6,0.901960784,0.038753192,0.133654027,0.090003986,-0.014331416,324.6798177
5.1,4.6,0.901960784,0.038776164,0.132529023,0.091251605,-0.014531837,324.4874675
5.1,4.6,0.901960784,0.03876711,0.134128551,0.090297746,-0.01437974,324.5632487
5.1,4.6,0.901960784,0.038793404,0.133587674,0.09102195,-0.014493706,324.3432617
5.1,4.6,0.901960784,0.038806152,0.134206234,0.09016875,-0.014359331,324.2367188
5.1,4.6,0.901960784,0.037008011,0.131688572,0.100180758,-0.015856024,339.9906901
5.1,4.6,0.901960784,0.034536085,0.133362829,0.091838227,-0.01462428,364.3255859
5.1,4.6,0.901960784,0.034557618,0.13473997,0.091091782,-0.01450494,364.0985677
5.1,4.6,0.901960784,0.034582925,0.135548391,0.091156592,-0.014515372,363.8321289
5.1,4.6,0.901960784,0.034647919,0.132460048,0.092762205,-0.014771582,363.1496419
5.1,4.6,0.901960784,0.034689916,0.134061742,0.093191696,-0.014840245,362.7099935
5.1,4.6,0.901960784,0.034694646,0.135131666,0.092520968,-0.01473267,362.6605469
5.1,4.6,0.901960784,0.034594157,0.132966193,0.091353758,-0.01454781,363.7139974
5.1,4.6,0.901960784,0.034684133,0.132985385,0.093385566,-0.014870157,362.7704753
5.1,4.6,0.901960784,0.034752285,0.134077574,0.09332173,-0.014860706,362.0590495
5.1,4.6,0.901960784,0.03465938,0.131730925,0.093587255,-0.0149026,363.0295573
5.1,4.6,0.901960784,0.034686224,0.134344212,0.092184862,-0.014679259,362.7486003
5.1,4.6,0.901960784,0.034791188,0.132053106,0.094467271,-0.015043027,361.6541992
5.1,4.6,0.901960784,0.034729326,0.131830044,0.094300828,-0.015016516,362.298405
5.1,4.6,0.901960784,0.034811994,0.132639954,0.09464877,-0.015071131,361.4380534
5.1,4.6,0.901960784,0.034810984,0.133266589,0.0938341,-0.01494264,361.4485352
5.1,4.6,0.901960784,0.034733801,0.13360969,0.092714294,-0.014763555,362.2517253
5.1,4.6,0.901960784,0.034810815,0.132066089,0.094578079,-0.015060175,361.450293
5.1,4.6,0.901960784,0.034704988,0.133900454,0.092775017,-0.014773123,362.552474
5.1,4.6,0.901960784,0.034722827,0.1333858,0.092749547,-0.014769737,362.3662109
5.1,4.6,0.901960784,0.034734815,0.132028203,0.093534226,-0.014894034,362.2411458
5.1,4.6,0.901960784,0.034767696,0.131979928,0.093833226,-0.014941725,361.8985677
5.1,4.6,0.901960784,0.034803722,0.130641226,0.094350401,-0.015024588,361.5239583
5.1,4.6,0.901960784,0.034803546,0.130352255,0.093425654,-0.014878039,361.5257813
5.1,4.6,0.901960784,0.034734466,0.133487153,0.092981693,-0.014806245,362.2447917
5.1,4.6,0.901960784,0.034785706,0.132596861,0.093358325,-0.014865184,361.7111979
5.1,4.6,0.901960784,0.034848599,0.133295577,0.094166904,-0.014995035,361.0583984
5.1,4.6,0.901960784,0.034823316,0.133188714,0.093267334,-0.014851577,361.3205404
5.1,4.6,0.901960784,0.034878951,0.13111744,0.095882256,-0.015267939,360.7442057
5.1,4.6,0.901960784,0.034828885,0.130793161,0.094179423,-0.014997623,361.2627604
5.1,4.6,0.901960784,0.158791107,0.174934564,0.086441345,-0.013762886,180.4802246
5.1,4.6,0.901960784,0.158843636,0.175103616,0.084688269,-0.013485306,180.4205404
5.1,4.6,0.901960784,0.15860195,0.170898993,0.08710946,-0.013873366,180.6954753
5.1,4.6,0.901960784,0.158400089,0.171805663,0.085740823,-0.013653485,180.9257487
5.1,4.6,0.901960784,0.158949731,0.17462899,0.084067982,-0.013386295,180.3001139
5.1,4.6,0.901960784,0.158683865,0.167773651,0.087360771,-0.013911715,180.6021973
5.1,4.6,0.901960784,0.15864672,0.173679714,0.084695975,-0.013487553,180.6444824
5.1,4.6,0.901960784,0.159389744,0.182164879,0.084028849,-0.013378827,179.8023763
5.1,4.6,0.901960784,0.158636344,0.177572136,0.085853276,-0.013668187,180.6562988
5.1,4.6,0.901960784,0.158574068,0.172343487,0.086002481,-0.013697197,180.7272461
5.1,4.6,0.901960784,0.158744065,0.174917316,0.085000568,-0.013535695,180.5337077
5.1,4.6,0.901960784,0.158039924,0.16781754,0.085217894,-0.013573771,181.3380697
5.1,4.6,0.901960784,0.158730141,0.170500987,0.085009884,-0.013536067,180.5495443
5.1,4.6,0.901960784,0.158437717,0.173992516,0.08496737,-0.013528646,180.88278
5.1,4.6,0.901960784,0.158697867,0.177845939,0.085659314,-0.01364242,180.586263
5.1,4.6,0.901960784,0.158793112,0.172390373,0.087279915,-0.013897898,180.477946
5.1,4.6,0.901960784,0.158685152,0.173674934,0.085565969,-0.013625139,180.6007324
5.1,4.6,0.901960784,0.15885394,0.168383379,0.084425799,-0.013443737,180.4088379
5.1,4.6,0.901960784,0.15877686,0.182780508,0.084560942,-0.01346504,180.4964193
5.1,4.6,0.901960784,0.158420412,0.171878429,0.086136898,-0.013715799,180.9025391
5.1,4.6,0.901960784,0.158771062,0.172706485,0.083798742,-0.013344541,180.5030111
5.1,4.6,0.901960784,0.158880759,0.180517323,0.086234663,-0.013731659,180.3783854
5.1,4.6,0.901960784,0.158785838,0.172198227,0.086756556,-0.013815559,180.4862142
5.1,4.6,0.901960784,0.158913796,0.172963809,0.086616625,-0.013794483,180.3408854
5.1,4.6,0.901960784,0.159012072,0.175564472,0.088566552,-0.014100913,180.2294271
5.1,4.6,0.901960784,0.158745754,0.173354739,0.086450307,-0.013766012,180.5317871
5.1,4.6,0.901960784,0.158282787,0.173294122,0.083743819,-0.013334268,181.0598307
5.1,4.6,0.901960784,0.158430247,0.17211879,0.086302369,-0.013741439,180.8913086
5.1,4.6,0.901960784,0.158712586,0.168114373,0.086558305,-0.013785655,180.569515
5.1,4.6,0.901960784,0.13631947,0.153528259,0.118167915,-0.018583964,210.2315593
5.1,4.6,0.901960784,0.125105963,0.148488127,0.091202641,-0.014525155,229.0750488
5.1,4.6,0.901960784,0.124964594,0.151145129,0.091350941,-0.014547237,229.334196
5.1,4.6,0.901960784,0.124951753,0.149089995,0.090089714,-0.014346427,229.3577637
5.1,4.6,0.901960784,0.124995421,0.145909293,0.090438872,-0.014401582,229.2776367
5.1,4.6,0.901960784,0.124727139,0.146168132,0.08900224,-0.014174086,229.7708008
5.1,4.6,0.901960784,0.124777326,0.153513625,0.089258375,-0.014213918,229.6783854
5.1,4.6,0.901960784,0.125006052,0.148596807,0.091336147,-0.014543265,229.258138
5.1,4.6,0.901960784,0.125295495,0.148895978,0.092539348,-0.014735171,228.7285319
5.1,4.6,0.901960784,0.125279003,0.149023623,0.092028932,-0.014655598,228.7586426
5.1,4.6,0.901960784,0.124875109,0.149322916,0.09101143,-0.014491569,229.4985352
5.1,4.6,0.901960784,0.12493357,0.149350344,0.091234628,-0.014528957,229.3911458
5.1,4.6,0.901960784,0.125029654,0.147046911,0.089986326,-0.014330671,229.21486
5.1,4.6,0.901960784,0.125291198,0.149410842,0.092464904,-0.014723039,228.736377
5.1,4.6,0.901960784,0.12474468,0.155369315,0.090602235,-0.014427815,229.7384928
5.1,4.6,0.901960784,0.125387575,0.150006625,0.091842572,-0.014623606,228.5605632
5.1,4.6,0.901960784,0.125205162,0.154253877,0.090568074,-0.014421336,228.8935547
5.1,4.6,0.901960784,0.124943445,0.149829097,0.090002406,-0.014332184,229.3730143
5.1,4.6,0.901960784,0.124846201,0.152749457,0.088924957,-0.014159963,229.5516764
5.1,4.6,0.901960784,0.125017306,0.147850752,0.092216494,-0.014680884,229.2375
5.1,4.6,0.901960784,0.125304242,0.14980839,0.092582548,-0.014745357,228.7125651
5.1,4.6,0.901960784,0.124931017,0.154496241,0.090939525,-0.014481157,229.3958333
5.1,4.6,0.901960784,0.124858958,0.152394707,0.090310242,-0.014379074,229.5282227
5.1,4.6,0.901960784,0.125112595,0.156752729,0.089904443,-0.014318555,229.0629069
5.1,4.6,0.901960784,0.125002582,0.15077876,0.090112091,-0.014349586,229.264502
5.1,4.6,0.901960784,0.12488192,0.15225582,0.088561403,-0.014103901,229.4860189
5.1,4.6,0.901960784,0.125119289,0.148094238,0.089741486,-0.014292787,229.050651
5.1,4.6,0.901960784,0.125451753,0.146340647,0.090079003,-0.014343115,228.4436361
5.1,4.6,0.901960784,0.125121797,0.148422175,0.08884356,-0.014145338,229.0460612
5.1,4.6,0.901960784,0.125034608,0.148620316,0.089980563,-0.014327121,229.205778
5.1,4.6,0.901960784,0.113545909,0.143805619,0.10979278,-0.017250494,252.3970703
5.1,4.6,0.901960784,0.104179809,0.136902246,0.094118859,-0.014986867,275.0883789
5.1,4.6,0.901960784,0.10410481,0.137954866,0.092619507,-0.014748541,275.286556
5.1,4.6,0.901960784,0.104042558,0.13891515,0.094207439,-0.015001381,275.4512695
5.1,4.6,0.901960784,0.104076062,0.136898636,0.093217145,-0.014842517,275.3625977
5.1,4.6,0.901960784,0.104105918,0.141580014,0.093127818,-0.014827999,275.2836263
5.1,4.6,0.901960784,0.104369708,0.140042467,0.093597168,-0.014902942,274.5878581
5.1,4.6,0.901960784,0.104171242,0.13756886,0.093747644,-0.014927631,275.1110026
5.1,4.6,0.901960784,0.103903927,0.144408293,0.091392426,-0.014552536,275.8187826
5.1,4.6,0.901960784,0.104018858,0.137714421,0.092880706,-0.014789648,275.51403
5.1,4.6,0.901960784,0.104047587,0.141584842,0.093074194,-0.014821122,275.4379557
5.1,4.6,0.901960784,0.103779842,0.141195351,0.09229465,-0.014695933,276.1485677
5.1,4.6,0.901960784,0.104115903,0.140057341,0.092538815,-0.01473603,275.2572266
5.1,4.6,0.901960784,0.104165929,0.13900283,0.091548083,-0.014577828,275.1250326
5.1,4.6,0.901960784,0.104042017,0.139516417,0.09213194,-0.01467088,275.4527018
5.1,4.6,0.901960784,0.104049235,0.138740671,0.091451346,-0.014562293,275.4335938
5.1,4.6,0.901960784,0.104417515,0.140997203,0.093464626,-0.014883621,274.4621419
5.1,4.6,0.901960784,0.104229292,0.140409215,0.092909947,-0.01479449,274.95778
5.1,4.6,0.901960784,0.104225911,0.141675995,0.093972404,-0.014964615,274.9666992
5.1,4.6,0.901960784,0.104132035,0.141722023,0.092804812,-0.014776939,275.2145833
5.1,4.6,0.901960784,0.104219002,0.140190435,0.09350472,-0.014890714,274.9849284
5.1,4.6,0.901960784,0.10396939,0.142139415,0.091581042,-0.014583544,275.6451172
5.1,4.6,0.901960784,0.104318386,0.139665496,0.091352789,-0.014547587,274.7229492
5.1,4.6,0.901960784,0.104144403,0.139908692,0.091093882,-0.014506195,275.181901
5.1,4.6,0.901960784,0.104386241,0.140802208,0.093821431,-0.014939136,274.5443685
5.1,4.6,0.901960784,0.104206506,0.141292358,0.091323256,-0.014541845,275.0179037
5.1,4.6,0.901960784,0.104078941,0.142203558,0.091641246,-0.014593337,275.3549805
5.1,4.6,0.901960784,0.104255817,0.139684681,0.092294607,-0.014698363,274.8878255
5.1,4.6,0.901960784,0.104179809,0.141762647,0.089644286,-0.014273855,275.0883789
5.1,4.6,0.901960784,0.104000353,0.142341312,0.092335568,-0.014703929,275.5630534
5.1,4.6,0.901960784,0.097196911,0.13947334,0.104551806,-0.016498391,294.8514974
5.1,4.6,0.901960784,0.090305847,0.136320344,0.093672537,-0.014916325,317.3510417
5.1,4.6,0.901960784,0.090220079,0.138052486,0.093178944,-0.014839211,317.6527344
5.1,4.6,0.901960784,0.090136337,0.138104656,0.091559598,-0.01458078,317.9478516
